RMSE_mean,RMSE_sd,MAE_mean,MAE_sd,SupNorm_mean,SupNorm_sd,Bias_mean,Bias_sd,Corr_mean,Corr_sd,beta_sum_mean,beta_sum_sd,beta_l1_mean,beta_l1_sd,beta_l2_mean,beta_l2_sd,beta_neg_frac_mean,beta_neg_frac_sd,risk_bellman_final_mean,risk_bellman_final_sd,risk_obj_final_mean,risk_obj_final_sd,projected_bellman_test_risk_mean,projected_bellman_test_risk_sd,oracle_embedding_risk_mean,oracle_embedding_risk_sd,benchmark_embedding_risk_mean,benchmark_embedding_risk_sd
0.04471076408215736,0.05608643732549297,0.03938262883768379,0.05205453169866345,0.08328323878534136,0.09203726198316266,-0.02365947528740591,0.058269893579721656,0.7713791961128443,0.3931323670816953,0.8401032424295856,0.41975047370600477,0.9733611015706158,0.15257635241281375,0.06757949216113904,0.01317180780856357,0.12180500000000001,0.2150318741228322,0.024159934727492404,0.0439157576426215,0.6231280336715281,1.633236297150614,0.008705186084145632,0.008528184678496626,0.4072675232887268,0.12714445208278843,0.4072675232887268,0.12714445208278843
