risk_n_steps_recorded,risk_n_diagnostics_recorded,risk_log_obj_initial,risk_log_obj_final,risk_log_obj_min,risk_obj_initial,risk_obj_final,risk_obj_min,risk_log_obj_drop,risk_log_bellman_root_initial,risk_log_bellman_root_final,risk_log_bellman_root_min,risk_bellman_root_initial,risk_bellman_root_final,risk_bellman_root_min,risk_bellman_initial,risk_bellman_final,risk_bellman_min,risk_log_bellman_root_drop,risk_bellman_returned,risk_obj_returned,risk_returned_step,offline_data_id,benchmark_point_source,target_set_size,lambda_reg,lambda_B,num_steps,transition_reduction_enabled,transition_reduction_method,transition_original_rows,transition_reduced_rows,transition_compression_ratio,target_mass_mean,target_mass_min,target_mass_max,target_mass_sd,target_mass_rmse_to_target,target_beta_min,target_beta_max,target_neg_frac_mean,B_num_rows,B_num_cols,B_min_dim,B_numerical_rank,B_rank_fraction,B_rank_tolerance,B_stable_rank,B_effective_rank,B_entropy_rank,B_spectral_norm,B_frobenius_norm,B_nuclear_norm,B_condition_number,B_condition_number_tol,B_smallest_singular_value,B_rank_rel_1em2,B_rank_rel_1em3,B_rank_rel_1em4,risk_objective_final_raw,risk_objective_min_raw,risk_objective_max_raw,risk_bellman_final_raw,risk_bellman_min_raw,risk_bellman_max_raw,risk_rkhs_ridge_final_raw,risk_rkhs_ridge_min_raw,risk_rkhs_ridge_max_raw,risk_mass_final_raw,risk_mass_min_raw,risk_mass_max_raw,risk_negativity_final_raw,risk_negativity_min_raw,risk_negativity_max_raw,risk_B_norm_final_raw,risk_B_norm_min_raw,risk_B_norm_max_raw,risk_diagnostic_step_final_raw,risk_diagnostic_step_min_raw,risk_diagnostic_step_max_raw,risk_best_step_final_raw,risk_best_step_min_raw,risk_best_step_max_raw,risk_best_objective_final_raw,risk_best_objective_min_raw,risk_best_objective_max_raw,risk_best_bellman_final_raw,risk_best_bellman_min_raw,risk_best_bellman_max_raw,risk_returned_step_final_raw,risk_returned_step_min_raw,risk_returned_step_max_raw,risk_returned_objective_final_raw,risk_returned_objective_min_raw,risk_returned_objective_max_raw,risk_returned_bellman_final_raw,risk_returned_bellman_min_raw,risk_returned_bellman_max_raw,risk_returned_best_checkpoint_final_raw,risk_returned_best_checkpoint_min_raw,risk_returned_best_checkpoint_max_raw
81.0,81.0,5.420577331388403,-4.116484116361652,-4.212988472199191,226.00956726074216,0.01630172878503799,0.014802066609263422,9.537061447750055,0.9410426100779977,-2.3837848470833465,-2.409065604218964,2.5626518726348877,0.09220094978809358,0.0898992568254471,6.5671846203190976,0.008501015141826555,0.008081876377767696,3.3248274571613443,0.00884509738534689,0.01480206660926342,3600.0,3,fixed_config_plus_support_safe_target_policy_draws,100,0.005,0.02,4000,1,kmeans,299700,1609,0.005368702035368702,0.9858272075653076,0.9195002913475037,1.032404899597168,0.02908768132328987,0.03222578018903732,-0.0023744115605950356,0.02816489338874817,0.061775000000000004,1609,400,400,400,1.0,4.327232582213014e-05,12.074399948120117,378.7566596759845,5.936893939971924,0.22560259699821472,0.7839292883872986,14.649089813232422,12.30244814909917,12.30244814909917,0.018338024616241455,400,400,400,0.016301728785037994,0.01480206660926342,226.0095672607422,0.008501015603542328,0.008081876672804356,6.5671844482421875,0.004847310483455658,0.004477319773286581,0.1499684453010559,0.002953402930870652,0.0010385008063167334,219.29241943359375,0.0,0.0,0.0,0.7817935347557068,0.7817935347557068,0.8381839394569397,4000.0,1.0,4000.0,3600.0,3600.0,3600.0,0.01480206660926342,0.01480206660926342,0.01480206660926342,0.00884509738534689,0.00884509738534689,0.00884509738534689,3600.0,3600.0,3600.0,0.01480206660926342,0.01480206660926342,0.01480206660926342,0.00884509738534689,0.00884509738534689,0.00884509738534689,1.0,1.0,1.0
