run_id,RMSE,MAE,SupNorm,Bias,Corr,deming_slope,deming_intercept,beta_sum,beta_l1,beta_l2,beta_min,beta_max,beta_neg_frac,offline_data_id,benchmark_id,benchmark_point_source,target_set_size,benchmark_z_path,projected_bellman_test_risk,oracle_embedding_risk,benchmark_embedding_risk,risk_bellman_final,risk_obj_final,B_num_rows,B_num_cols,B_min_dim,B_numerical_rank,B_rank_fraction,B_rank_tolerance,B_stable_rank,B_effective_rank,B_entropy_rank,B_spectral_norm,B_frobenius_norm,B_nuclear_norm,B_condition_number,B_condition_number_tol,B_smallest_singular_value,B_rank_rel_1em2,B_rank_rel_1em3,B_rank_rel_1em4
0_b0,0.048796354273104,0.0414688350801588,0.0938788279891014,-0.0324025225435616,0.6450890798457459,0.8604070740792632,-0.0146950984414568,0.9353621715157899,0.9421657693066099,0.07312185108863735,-0.000655743352,0.0170216635,0.055,0,0,fixed_config,100,data/Z_true.pt,0.0053499550558626,0.3960113227367401,0.3960113227367401,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
0_b1,0.0098264458848336,0.0076573982159607,0.0239001512527465,0.0061701162462122,0.9957997299981882,1.1291968739418332,-0.0100433569562856,0.9765758638427,0.9806018372241001,0.05780149299093447,-0.00101070141,0.0100305323,0.015,0,1,fixed_config,100,data/Z_true.pt,0.0037503140047192,0.3632526993751526,0.3632526993751526,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
0_b2,0.0130633618816878,0.0111270748265087,0.0273970812559127,0.0081564118620008,0.986088872750102,1.1307251631761428,-0.0089555241869006,1.019377780027589,1.026576356718389,0.06493556225034516,-0.00163207855,0.0129178753,0.02,0,2,fixed_config,100,data/Z_true.pt,0.0030859750695526,0.3631716966629028,0.3631716966629028,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
0_b3,0.0130827525320033,0.0103162308290484,0.0299715399742126,0.0079116363989305,0.988380016439677,1.1647177754466949,-0.0134037291625438,0.9910874046044,0.9971559424415999,0.060160167935405025,-0.0015305602,0.0107339062,0.015,0,3,fixed_config,100,data/Z_true.pt,0.0050764195621013,0.3642817139625549,0.3642817139625549,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
0_b4,0.0437397604993343,0.0372406930089346,0.0880838483572006,-0.0246539257731637,0.7093802324560942,1.0066277144183016,-0.0254998606071729,0.97896119380366,0.98050833078834,0.0786367094842488,-0.000352114468,0.0212400742,0.02,0,4,support_safe_target_policy_draw,100,data/Z_true.pt,0.0121141904965043,0.3954087495803833,0.3954087495803833,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
0_b5,0.0086572675934179,0.0071479589282535,0.0190639346837997,0.0018619081308133,0.9880048510512894,1.072929476728422,-0.0074281883544494,0.9791742594416,0.9810850126412001,0.061733059934004804,-0.000540994108,0.012124287,0.01,0,5,support_safe_target_policy_draw,100,data/Z_true.pt,0.0032692169770598,0.3630547523498535,0.3630547523498535,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
0_b6,0.0126489127555268,0.0107233058172278,0.026898369193077,-0.0009473769995383,0.9634057850900376,1.0261668459776403,-0.004210956574627,1.0009172611075,1.0020604348875,0.06327253524226856,-0.000398004195,0.011851294,0.0075,0,6,support_safe_target_policy_draw,100,data/Z_true.pt,0.0032228091731667,0.3656118512153625,0.3656118512153625,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
0_b7,0.0129372685776142,0.0107624768710229,0.0282990261912345,-0.002343205086654,0.9625228426054648,1.0413600308464657,-0.0077020062869369,0.9553354144968199,0.95908953842698,0.06169199735602969,-0.000509524136,0.0116982618,0.0275,0,7,support_safe_target_policy_draw,100,data/Z_true.pt,0.0073702344670891,0.3655670285224914,0.3655670285224914,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
0_b8,0.0158411384003319,0.0132327818113844,0.0326700657606124,0.0113492612761911,0.990438977106444,1.1811136846852504,-0.0119158373191739,1.0123358476596,1.0139216915171998,0.06259826443762537,-0.000343828637,0.0104219411,0.01,0,8,support_safe_target_policy_draw,100,data/Z_true.pt,0.0073091420345008,0.3647507429122925,0.3647507429122925,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
0_b9,0.0128236138686012,0.0109626029274659,0.0265036448836326,0.0011444607068551,0.967201210052648,1.0472299002399128,-0.0049246568592305,1.0018467501653,1.0111615542601,0.06684711345510928,-0.0011862684,0.0137620391,0.0375,0,9,support_safe_target_policy_draw,100,data/Z_true.pt,0.0032994458451867,0.3634693026542663,0.3634693026542663,0.0083960617926968,0.0156395062804222,1610,400,400,400,1.0,3.452433436024194e-05,19.09733390808105,381.7631449451679,5.94480037689209,0.179882675409317,0.7860962152481079,14.919331550598145,9.568272109156272,9.568272109156272,0.0187999121844768,400,400,400
