run_id,RMSE,MAE,SupNorm,Bias,Corr,deming_slope,deming_intercept,beta_sum,beta_l1,beta_l2,beta_min,beta_max,beta_neg_frac,offline_data_id,benchmark_id,benchmark_point_source,target_set_size,benchmark_z_path,projected_bellman_test_risk,oracle_embedding_risk,benchmark_embedding_risk,risk_bellman_final,risk_obj_final,B_num_rows,B_num_cols,B_min_dim,B_numerical_rank,B_rank_fraction,B_rank_tolerance,B_stable_rank,B_effective_rank,B_entropy_rank,B_spectral_norm,B_frobenius_norm,B_nuclear_norm,B_condition_number,B_condition_number_tol,B_smallest_singular_value,B_rank_rel_1em2,B_rank_rel_1em3,B_rank_rel_1em4
17_b2,0.029156121341308548,0.02339534050435759,0.06354059278964996,0.01744832758209668,0.9497610998425003,1.3620096800729105,-0.029938773294144322,1.0067269802093506,1.0297696590423584,0.06134769693017006,-0.0027871003840118647,0.011240401305258274,0.0425,17,2,fixed_config,100,data/Z_true.pt,0.006394051946699619,0.3724668025970459,0.3724668025970459,0.039332873875281615,0.8149070143699646,1610,400,400,400,1.0,3.776502339292165e-05,16.059545516967773,380.828429359419,5.942348957061768,0.1967676877975464,0.7885339856147766,14.892876625061035,10.48053519966411,10.48053519966411,0.01877458393573761,400,400,400
