RMSE_mean,RMSE_sd,MAE_mean,MAE_sd,SupNorm_mean,SupNorm_sd,Bias_mean,Bias_sd,Corr_mean,Corr_sd,beta_sum_mean,beta_sum_sd,beta_l1_mean,beta_l1_sd,beta_l2_mean,beta_l2_sd,beta_neg_frac_mean,beta_neg_frac_sd,risk_bellman_final_mean,risk_bellman_final_sd,risk_obj_final_mean,risk_obj_final_sd,projected_bellman_test_risk_mean,projected_bellman_test_risk_sd,oracle_embedding_risk_mean,oracle_embedding_risk_sd,benchmark_embedding_risk_mean,benchmark_embedding_risk_sd
0.032589489260653595,0.04076924491410106,0.02821533573060301,0.037864599475184925,0.06302879844047125,0.06539107061041795,-0.008925861873524373,0.043352466244381174,0.8271463491877143,0.36383113313958715,0.9197523670762755,0.28649797275009165,0.9765276256684369,0.09202071894182712,0.06206652431788722,0.007615505935837312,0.06238,0.16623727097291102,0.015299129162351488,0.024573814542140075,0.29946846425533297,0.939039194285718,0.006118941929889792,0.004318058094862058,0.38714744383096694,0.06469894773797319,0.38714744383096694,0.06469894773797319
