combo_id,combo_name,score,score_true_z,score_risk,score_projected_bellman,score_optimizer_risk,score_mass,elapsed_sec,overrides_json,RMSE_mean,RMSE_sd,MAE_mean,MAE_sd,SupNorm_mean,SupNorm_sd,Bias_mean,Bias_sd,Corr_mean,Corr_sd,beta_sum_mean,beta_sum_sd,beta_l1_mean,beta_l1_sd,beta_l2_mean,beta_l2_sd,beta_neg_frac_mean,beta_neg_frac_sd,risk_bellman_final_mean,risk_bellman_final_sd,risk_obj_final_mean,risk_obj_final_sd,projected_bellman_test_risk_mean,projected_bellman_test_risk_sd,oracle_embedding_risk_mean,oracle_embedding_risk_sd,benchmark_embedding_risk_mean,benchmark_embedding_risk_sd,deming_slope,deming_intercept,deming_slope_sd,deming_intercept_sd,risk_n_replicates,risk_log_obj_final_mean,risk_log_obj_final_sd,risk_log_obj_min_mean,risk_log_obj_min_sd,risk_obj_min_mean,risk_obj_min_sd,risk_log_bellman_root_final_mean,risk_log_bellman_root_final_sd,risk_log_bellman_root_min_mean,risk_log_bellman_root_min_sd,risk_bellman_min_mean,risk_bellman_min_sd,risk_log_obj_drop_mean,risk_log_obj_drop_sd,risk_log_bellman_root_drop_mean,risk_log_bellman_root_drop_sd,target_mass_mean_mean,target_mass_mean_sd,target_mass_min_mean,target_mass_min_sd,target_mass_max_mean,target_mass_max_sd,target_mass_sd_mean,target_mass_sd_sd,target_mass_rmse_to_target_mean,target_mass_rmse_to_target_sd,target_beta_min_mean,target_beta_min_sd,target_beta_max_mean,target_beta_max_sd,target_neg_frac_mean_mean,target_neg_frac_mean_sd,risk_objective_final_raw_mean,risk_objective_final_raw_sd,risk_objective_min_raw_mean,risk_objective_min_raw_sd,risk_bellman_final_raw_mean,risk_bellman_final_raw_sd,risk_bellman_min_raw_mean,risk_bellman_min_raw_sd,risk_rkhs_ridge_final_raw_mean,risk_rkhs_ridge_final_raw_sd,risk_mass_final_raw_mean,risk_mass_final_raw_sd,risk_negativity_final_raw_mean,risk_negativity_final_raw_sd,risk_B_norm_final_raw_mean,risk_B_norm_final_raw_sd
0,sim2_T1000_N300_r1500,0.04782129304630703,0.04375457603631562,0.0061189419298897,0.0061189419298897,-3.025631837374667,0.08133434019982812,157.72053003311157,"{""simulation_2"": {""Z_sim"": {""n_ids"": 10000, ""n_timepoints"": 1000}, ""experiment"": {""num_replicates"": 50}, ""n_ids"": 300, ""n_timepoints"": 1000, ""num_grid_points"": 400, ""offline_burn_in"": 100, ""transition_reduction"": {""batch_size"": 8192, ""candidate_pool"": 50000, ""enabled"": true, ""max_iter"": 20, ""method"": ""kmeans"", ""n_basis"": 1500}}}",0.0325894892606535,0.040769244914101,0.028215335730603,0.0378645994751849,0.0630287984404712,0.0653910706104179,-0.0089258618735243,0.0433524662443811,0.8271463491877143,0.3638311331395871,0.9197523670762756,0.2864979727500916,0.9765276256684368,0.0920207189418271,0.0620665243178872,0.0076155059358373,0.06238,0.166237270972911,0.015299129162351486,0.024798465563729985,0.29946846425533297,0.9476237839491382,0.0061189419298897,0.004318058094862,0.3871474438309669,0.0646989477379731,0.3871474438309669,0.0646989477379731,1.0479906460493904,-0.0150971437014599,0.4143651724225175,0.0161085917344737,50.0,-3.025631837374667,1.6506982413481364,-4.01594839225765,0.9384844646905384,0.056937154587358194,0.1782444014766774,-2.2563959782493805,0.3139325396539763,-2.4123036744566857,0.13521202958180917,0.008399621046875633,0.0033102841976746225,8.596594401784763,1.6510441957649582,3.269038828920921,0.32335707706521083,0.9385730004310608,0.18723803814454784,0.8338201130926609,0.30804998589117727,1.026377431154251,0.06317150249216531,0.043397680371999696,0.056006803886798275,0.08133434019982812,0.19278499506014488,-0.00270042484626169,0.0008811868965998398,0.03192309435456987,0.005110748186855624,0.10905399999999998,0.12737082395469523,0.29946846425533297,0.9476237839491382,0.056937154587358194,0.1782444014766774,0.015299129271879743,0.024798466089102605,0.008399620959535193,0.003310284126488645,0.005194835411384653,0.0009743898177661615,0.2789744960318785,0.9223055553527446,0.0,0.0,0.7897328495979309,0.009099322855373567
