run_id,offline_data_id,benchmark_id,projected_bellman_test_risk,RMSE,MAE,Bias
11_b29,11,29,0.0424268580973148,0.0740252151727287,0.0657495889237543,-0.0491810934846216
11_b3,11,3,0.0033429614268243,0.0345939380543262,0.0294326599512714,-0.0140769216639455
11_b30,11,30,0.0089779049158096,0.0134767535241951,0.0113598747373907,-0.009682366355264
11_b31,11,31,0.0056451028212904,0.0761983373375706,0.0661491488141473,-0.0550115212367381
11_b32,11,32,0.0276868604123592,0.0717499918548096,0.0628811423767547,-0.0434498020874525
11_b33,11,33,0.0028678304515779,0.0230922675033883,0.0191897925041848,-0.0145563310576835
11_b34,11,34,0.0561006739735603,0.0783473946747457,0.0685991459542128,-0.0446932704529899
11_b35,11,35,0.0051515866070985,0.0867300458809947,0.0764939463635164,-0.0719521194168555
11_b36,11,36,0.0116497967392206,0.0422836367984259,0.0363929900794755,-0.000754204619443
11_b37,11,37,0.0035524612758308,0.0207431014253302,0.017873250155244,0.0005407180939801
11_b38,11,38,0.0174097269773483,0.0608655840420303,0.0526287985104136,-0.0437513255397789
11_b39,11,39,0.0069112610071897,0.013344013716957,0.0111255942075513,-0.0019614997925236
11_b4,11,4,0.0388640090823173,0.0759078801867718,0.0660395248132044,-0.0515362513172658
11_b40,11,40,0.0072975512593984,0.0150847590248844,0.0125570351380156,-0.0014687812834745
11_b41,11,41,0.0031398213468492,0.0316526185454549,0.0270591361075639,0.0017395975207909
11_b42,11,42,0.0053887725807726,0.0329505528324389,0.0289333846390945,-0.0285566190135432
11_b43,11,43,0.0029258027207106,0.0682012953627526,0.0592668875593517,-0.0573148106697772
11_b44,11,44,0.011292633600533,0.0091626690813267,0.0074955624452559,0.0044726861902745
11_b45,11,45,0.006244711112231,0.0110380320574223,0.00917068342329,-0.0038006265519652
11_b46,11,46,0.0152750397101044,0.0325996402236305,0.0278597843809984,-0.0047512240079231
11_b47,11,47,0.0103004276752471,0.0394188219529978,0.0332717983715701,-0.0315395332418847
11_b48,11,48,0.0036559007130563,0.0209233141706557,0.0175986236729659,-0.0008915326581336
11_b49,11,49,0.0048358235508203,0.0082881422424516,0.0068739486613776,0.001480715238722
11_b5,11,5,0.0078423330560326,0.0473707375391597,0.0412467326753539,-0.0396590844372985
11_b6,11,6,0.0075143836438655,0.0372611151099758,0.0307504455887828,-0.0244992569138412
11_b7,11,7,0.0106401620432734,0.0283604794280703,0.0243178941321093,-0.0043869984534103
11_b8,11,8,0.0168270301073789,0.052646997383053,0.0457895423060108,-0.021059367464768
11_b9,11,9,0.0055483421310782,0.0347763792630123,0.0294447328924434,-0.0112275115196825
12_b0,12,0,0.0061019891873002,0.0482602775516704,0.0410522889182902,-0.0283125797193497
12_b1,12,1,0.0020042704418301,0.0203891787792082,0.017231143512763,0.0113676939997822
12_b10,12,10,0.0024935666006058,0.0587233027860605,0.0512482243741396,-0.0393073450599331
12_b11,12,11,0.0101597663015127,0.0799609194217982,0.0703798468130116,-0.0642475435363303
12_b12,12,12,0.0052535319700837,0.0201921107449249,0.0171456690336344,-0.0038830238749505
12_b13,12,13,0.010263992473483,0.0314202405138622,0.0267013248696457,0.0025281749910209
12_b14,12,14,0.0111154960468411,0.0435977805065026,0.0376247048601362,-0.0153737239204201
12_b15,12,15,0.0058595333248376,0.0126579372691834,0.0108688531187362,0.0051126193488016
12_b16,12,16,0.0075760353356599,0.0390703424411017,0.0337245869653997,-0.0150879706646082
12_b17,12,17,0.0028074057772755,0.0109179720694794,0.0090103267913218,0.0034938764537218
12_b18,12,18,0.0046368269249796,0.0372274573962374,0.0316335369861917,-0.0180387641099514
12_b19,12,19,0.0322455912828445,0.0543636704551698,0.0451564021533704,-0.0049627408952801
12_b2,12,2,0.0044611748307943,0.0123709999628485,0.0106292126013431,0.0080138864309992
12_b20,12,20,0.0024336245842278,0.0038701763950306,0.0032423084694892,0.0017592997290194
12_b21,12,21,0.0093704471364617,0.044218391089307,0.0375677854624518,-0.0250493635945895
12_b22,12,22,0.0048758834600448,0.0269657979354866,0.0219776121975155,0.0085545889026252
12_b23,12,23,0.0045150308869779,0.0119376655129359,0.0102625639457255,0.0058134270599111
12_b24,12,24,0.0084213204681873,0.017190252739699,0.0139133351342752,0.0076168175274506
12_b25,12,25,0.0071571869775652,0.0125570686429111,0.0106025028578005,0.0012090560165233
12_b26,12,26,0.0112992040812969,0.0762273119651503,0.0664095141450525,-0.0612745034499676
12_b27,12,27,0.0110652232542634,0.0250274166288345,0.0232403142610564,0.023231860618107
12_b28,12,28,0.0024706819094717,0.0178514820660529,0.0149863291229121,-0.0124111802852712
12_b29,12,29,0.0293803885579109,0.0745503103894444,0.0661620186152504,-0.0555726971791227
12_b3,12,3,0.0066874134354293,0.0353591172769596,0.0299283744033891,-0.0066406926780473
12_b30,12,30,0.0068228486925363,0.0180763370770431,0.0154069412284297,-0.014519880178268
12_b31,12,31,0.0079011637717485,0.0731642822106949,0.0635854672160348,-0.0527089382227859
12_b32,12,32,0.0145739279687404,0.0749459275271526,0.0653688741791847,-0.0553622151249874
12_b33,12,33,0.003567638574168,0.0211807598969401,0.0180954513745382,0.0018509012926369
12_b34,12,34,0.0217864979058504,0.0828436750251188,0.0726464638760808,-0.0630314114731299
12_b35,12,35,0.0033221771009266,0.0876956989401871,0.0773662570021406,-0.0730203431654081
12_b36,12,36,0.0059292963705956,0.0322803038384863,0.026977029525442,-0.0151002980989869
12_b37,12,37,0.0067106923088431,0.0150481137450726,0.0128461910411715,-0.0003242461476475
12_b38,12,38,0.0119197033345699,0.0679486307623881,0.0591706765297567,-0.0549646127078449
12_b39,12,39,0.0102750873193144,0.0130278346049731,0.0106139725435059,-0.0072118238860275
12_b4,12,4,0.0184815675020217,0.0822885479396872,0.0723251200629602,-0.0661596815659868
12_b40,12,40,0.0068043190985918,0.0158535610703278,0.0132834373082732,0.0019737068231916
12_b41,12,41,0.0060793473385274,0.0236919769175259,0.0198218281636945,-0.0074802914937026
12_b42,12,42,0.0049666240811347,0.0344840395293862,0.0299921098479535,-0.0293231454899068
12_b43,12,43,0.0035025547258555,0.0702907997313091,0.0629318081951351,-0.0624763211040408
12_b44,12,44,0.0121942358091473,0.0073797905426362,0.0062984859128482,0.0038815974327735
12_b45,12,45,0.0069704595953226,0.0137072978882004,0.0112152721075108,0.0066602103185141
12_b46,12,46,0.0101627390831708,0.0303728888265429,0.0253584214462898,-0.0194072878011502
12_b47,12,47,0.005755397491157,0.0468095461960606,0.0409211372048594,-0.0406465630815364
12_b48,12,48,0.0055261203087866,0.0197714965702031,0.0167078092508018,0.0023260420560836
12_b49,12,49,0.0042749587446451,0.0147255792246177,0.0119328027049778,0.0093527134490432
12_b5,12,5,0.0067798630334436,0.0507851766163092,0.0442716331372503,-0.0422432205372024
12_b6,12,6,0.0109084779396653,0.0331011720515703,0.0284119575616205,-0.0065848349925363
12_b7,12,7,0.0124509464949369,0.0395379522151685,0.0328409382147947,0.0031751320691546
12_b8,12,8,0.0124595463275909,0.052354241059262,0.04492648553467,-0.0293600844238244
12_b9,12,9,0.0030819897074252,0.0421407366191497,0.0359006952872732,-0.0139867746602976
13_b0,13,0,0.0060368520207703,0.0478414536723521,0.0405118966255395,-0.0297612509260943
13_b1,13,1,0.0035571022890508,0.0189256918395441,0.0161702838446944,0.007951797558926
13_b10,13,10,0.0060745347291231,0.0516242998220137,0.0450034293628414,-0.0263444336273823
13_b11,13,11,0.0040533193387091,0.0812623805693694,0.0716642598956241,-0.0678424521491979
13_b12,13,12,0.0053087738342583,0.0217935903154644,0.0185511785675771,-0.0073754706257022
13_b13,13,13,0.0131840333342552,0.0316369997864911,0.0268418099140399,0.0002415238771936
13_b14,13,14,0.0053741806186735,0.0448111956480282,0.0385713272703287,-0.0173054033027438
13_b15,13,15,0.0061430968344211,0.0103488534938164,0.0088310388673562,0.0016002120601478
13_b16,13,16,0.010418102145195,0.0354038086862828,0.0307265075450413,-0.0107053216701024
13_b17,13,17,0.0039010404143482,0.0146205472900651,0.0120437653467524,0.0066515288583468
13_b18,13,18,0.0053277336992323,0.0370637531573061,0.0321716938540339,-0.0135592589480802
13_b19,13,19,0.0086375921964645,0.0385169704858726,0.0329201303435547,-0.0179845587340241
13_b2,13,2,0.0047755353152751,0.0079656991302026,0.0067931547435,-0.0023873641062527
13_b20,13,20,0.0017970917979255,0.0052960602489514,0.0044526261719875,-0.0017788015236146
13_b21,13,21,0.008507115766406,0.0451445116534274,0.0383969009765132,-0.030062402314943
13_b22,13,22,0.0075500877574086,0.019028977453464,0.015507825667737,0.001898227186175
13_b23,13,23,0.0049677100032567,0.0080256198892743,0.0067049303185194,-0.0029518463881686
13_b24,13,24,0.0078782457858324,0.0204990876923161,0.0174068675376474,0.0020080530177801
13_b25,13,25,0.0064385547302663,0.0136158905063305,0.0114821541728451,0.001442167405039
13_b26,13,26,0.0013123642420396,0.0852253117665526,0.0762462818197673,-0.0758857741527026
13_b27,13,27,0.0075261411257088,0.0108982424269946,0.0092865364905446,0.0024686827906407
13_b28,13,28,0.0028407922945916,0.0172209445206524,0.0143947240855777,-0.0109770246531115
13_b29,13,29,0.0163789577782154,0.0751254847558417,0.0667224877012449,-0.0600288362031824
13_b3,13,3,0.005137916188687,0.0388689792060572,0.033241169755347,-0.0136899084108881
13_b30,13,30,0.0059916358441114,0.0146555949167134,0.012044830036757,-0.0112559013473219
13_b31,13,31,0.0056732334196567,0.0751214294535541,0.065110000896675,-0.0550808346582925
13_b32,13,32,0.0129605177789926,0.0775869069037692,0.0679449404375918,-0.0574624668360047
13_b33,13,33,0.0023887665010988,0.0190996965339249,0.0162828923494089,-0.0077770704415161
13_b34,13,34,0.017340674996376,0.0862198021362369,0.0760503560845973,-0.0674661179009126
13_b35,13,35,0.0011307429522275,0.0885302217307424,0.0782313504966805,-0.0753114068380455
13_b36,13,36,0.0084462016820907,0.0309918069688472,0.0264737208315636,-0.008605674895225
13_b37,13,37,0.0056914575397968,0.0180280084720948,0.0152437155670486,-0.0043399206944741
13_b38,13,38,0.0149380918592214,0.0610005468232571,0.0526174280804116,-0.0469386500504333
13_b39,13,39,0.0041997767984867,0.0170525955257256,0.0140224766510073,-0.0092629359161946
13_b4,13,4,0.0124876461923122,0.0790864767251542,0.0692722438965574,-0.0633996980884694
13_b40,13,40,0.0067228209227323,0.0167107481189618,0.0139297629409702,0.0032230057223932
13_b41,13,41,0.0049949488602578,0.024675698113022,0.0211978069890756,-0.0027410185115877
13_b42,13,42,0.0041745956987142,0.0402001944695138,0.036359580864082,-0.0362123493890976
13_b43,13,43,0.0061076302081346,0.058804853895164,0.050591148615058,-0.0479167301135021
13_b44,13,44,0.0062367743812501,0.0057468674362844,0.0047128318372415,0.0028104663797421
13_b45,13,45,0.0081391772255301,0.0136511348611573,0.0115539993718266,0.0013270941330119
13_b46,13,46,0.0138631369918584,0.0275137311411234,0.0236071429110597,-0.0059980308020021
13_b47,13,47,0.010091739706695,0.0459718923481914,0.0388483143807388,-0.0371110755973495
13_b48,13,48,0.0081882383674383,0.0321050102372355,0.0268546263175085,0.0097175349807366
13_b49,13,49,0.0059822932817041,0.0112223838974538,0.0087815316836349,0.006469513925258
13_b5,13,5,0.0043462254106998,0.0579374050563654,0.0510192818043287,-0.0500740280549507
13_b6,13,6,0.0045258272439241,0.0352148147157729,0.0304753795143915,-0.0071576970320893
13_b7,13,7,0.009122347459197,0.026463658553479,0.0227043043967569,-0.0085884344071382
13_b8,13,8,0.0112037016078829,0.0535308265119669,0.0458543632338842,-0.0314483559366635
13_b9,13,9,0.0068761510774493,0.0318882909902302,0.0270907017460558,-0.0053493544843513
14_b0,14,0,0.0079870233312249,0.0416331266694368,0.0354777085715613,-0.0196589871267497
14_b1,14,1,0.0029770878609269,0.0152198196062064,0.0129626408126205,0.0079980747913941
14_b10,14,10,0.011214317753911,0.0481483696381229,0.0407206866340129,-0.0309431814830168
14_b11,14,11,0.0004776988062076,0.0877641433746588,0.0787911929935944,-0.0781305457111011
14_b12,14,12,0.0059642582200467,0.0235531672921496,0.0200932242866838,-0.0055585716624045
14_b13,14,13,0.0114251533523201,0.0293847182328791,0.0249062359106028,0.0020597938814898
14_b14,14,14,0.005654898006469,0.0462124636527544,0.0397627123590791,-0.0242056646343553
14_b15,14,15,0.006995833478868,0.0108525022182145,0.0094468231836799,0.0052979899814818
14_b16,14,16,0.0069727646186947,0.0345176063042327,0.0295393404160859,-0.0182798724604072
14_b17,14,17,0.0032151150517165,0.0121288773667672,0.0097931401757523,0.0070557664195075
14_b18,14,18,0.0046269497834146,0.0330260499552488,0.029062680248171,-0.0079412253806367
14_b19,14,19,0.0115692075341939,0.0356435036745889,0.0301109950459795,-0.022276354432688
14_b2,14,2,0.0046075116842985,0.0107128600794217,0.0089823452243581,0.0079036956140771
14_b20,14,20,0.0028734593652188,0.005377383962745,0.0043716455879621,-0.0018833756889216
14_b21,14,21,0.0109138926491141,0.0430194313009733,0.0364359588193474,-0.024585862729582
14_b22,14,22,0.0050095436163246,0.0194601190165557,0.0163276556751225,-0.0030876546970102
14_b23,14,23,0.004990610294044,0.0109425383683113,0.0093640990008134,0.0074359105492476
14_b24,14,24,0.0092431483790278,0.0206604559752547,0.0171471712947823,0.0104622888355515
14_b25,14,25,0.0097431484609842,0.0157138936624987,0.0131868977932026,0.0043404593499144
14_b26,14,26,0.0080395489931106,0.0738934957699289,0.0643403265747474,-0.0608170329156564
14_b27,14,27,0.0123644694685935,0.0251982071214766,0.0236744689568877,0.0236744689568877
14_b28,14,28,0.002551672514528,0.0168759443244048,0.014007851757633,-0.0101400895082042
14_b29,14,29,0.0154663091525435,0.0642441597372783,0.0564538540987268,-0.049260015760592
14_b3,14,3,0.0029546620789915,0.0326839909109025,0.0277206985466182,-0.0143347064056433
14_b30,14,30,0.0063433819450438,0.0179353790760371,0.0155253932828782,-0.0151220510358689
14_b31,14,31,0.0046649812720716,0.0690943405191796,0.0597284314845455,-0.0475983575516147
14_b32,14,32,0.0010973354801535,0.0777745874844017,0.0679173013951003,-0.0628224434853837
14_b33,14,33,0.0027509578503668,0.0225097819770924,0.0191506368195405,-0.0072525792283704
14_b34,14,34,0.0071396450512111,0.0782645341225126,0.0683940131282725,-0.061163137016847
14_b35,14,35,0.0083131734281778,0.0816581527711416,0.071599142108389,-0.0642148602887027
14_b36,14,36,0.0060135023668408,0.0298851577565049,0.0247413974977098,-0.015124327878002
14_b37,14,37,0.006891110446304,0.0177049986643038,0.0151283642533235,0.0030449264147318
14_b38,14,38,0.0099198231473565,0.0614103263495124,0.0528739639179548,-0.0475003826798638
14_b39,14,39,0.0085913650691509,0.0182579426466336,0.0150938847154611,-0.0081567895371699
14_b4,14,4,0.0156774129718542,0.0744926515000817,0.0648277986788161,-0.057080167673339
14_b40,14,40,0.0084635550156235,0.0182971062191216,0.0153250135609414,0.0024263518024235
14_b41,14,41,0.0050818612799048,0.0228515327135057,0.0197336564492434,0.0036343018012121
14_b42,14,42,0.0091619063168764,0.022595792764421,0.0189737596432678,-0.0168477189517579
14_b43,14,43,0.0057528824545443,0.0579809698967486,0.0498780330293811,-0.0467657173075713
14_b44,14,44,0.0123362652957439,0.0112999772231738,0.0093834073301695,0.008434734049224
14_b45,14,45,0.0086216228082776,0.0151480359990228,0.0123841553076636,0.0081912884407211
14_b46,14,46,0.0170150604099035,0.027078511046739,0.0232418688212055,-0.002090413585538
14_b47,14,47,0.0100262826308608,0.0451717671995952,0.0382808709482196,-0.0372569683718029
14_b48,14,48,0.0060294065624475,0.0247148782590485,0.0210698723909445,0.0080749241705052
14_b49,14,49,0.0039320816285908,0.0115511885833499,0.0097493104066234,0.0058447283704299
14_b5,14,5,0.0086484616622328,0.0523804045646414,0.0454440133692696,-0.0425822624610736
14_b6,14,6,0.0064521329477429,0.0364079485651179,0.0314866306679323,-0.0119341705972328
14_b7,14,7,0.0135819837450981,0.0241609242057548,0.0201829482219181,-0.0141152096237055
14_b8,14,8,0.0021688309498131,0.0519819145859256,0.0439271999927586,-0.0377828907142975
14_b9,14,9,0.0103590730577707,0.0283523358772731,0.023444660763489,-0.0108143272681627
15_b0,15,0,0.0033572171814739,0.0509017670193339,0.0434338030081562,-0.032961391520439
15_b1,15,1,0.0045416774228215,0.0254636418612553,0.0211774263635743,0.0147958420717623
15_b10,15,10,0.0053841997869312,0.0486022695127212,0.0418889236760151,-0.0300485283865418
15_b11,15,11,0.0094453524798154,0.0758209318906674,0.0665973847729037,-0.0608730704561457
15_b12,15,12,0.0046266028657555,0.0226969879489443,0.0193849793577101,-0.0068297363852616
15_b13,15,13,0.0085851587355136,0.0309078458366776,0.0262178954563569,-0.0028001803101506
