run_id,RMSE,MAE,SupNorm,Bias,Corr,deming_slope,deming_intercept,beta_sum,beta_l1,beta_l2,beta_min,beta_max,beta_neg_frac,offline_data_id,benchmark_id,benchmark_point_source,target_set_size,benchmark_z_path,projected_bellman_test_risk,oracle_embedding_risk,benchmark_embedding_risk,risk_bellman_final,risk_obj_final,B_num_rows,B_num_cols,B_min_dim,B_numerical_rank,B_rank_fraction,B_rank_tolerance,B_stable_rank,B_effective_rank,B_entropy_rank,B_spectral_norm,B_frobenius_norm,B_nuclear_norm,B_condition_number,B_condition_number_tol,B_smallest_singular_value,B_rank_rel_1em2,B_rank_rel_1em3,B_rank_rel_1em4,embedding_error_mmd2,embedding_truth_signal,relative_embedding_error,explained_embedding_signal,embedding_hat_norm2,embedding_truth_points_used,explained_embedding_signal_global,relative_embedding_error_global,embedding_error_mmd2_total,embedding_truth_signal_total,embedding_error_mmd2_mean,embedding_truth_signal_mean,relative_embedding_error_mean,explained_embedding_signal_mean,normalized_bellman_error,bellman_fit,bellman_residual,normalized_bellman_error_global,bellman_fit_global
77_b28,0.06386714040389067,0.05940807538208901,0.10311836749315262,-0.05940807538208901,0.9802834828819483,0.5107928475851602,0.002103446207357945,0.5582268238067627,0.5622949600219727,0.03585067018866539,-0.0003969545941799879,0.005850047804415226,0.03,77,28,support_safe_target_policy_draw,100,data/Z_true.pt,0.005659240297973156,0.3910428285598755,0.3910428285598755,0.026231279978805807,1.3121261596679688,3000,400,400,400,1.0,6.0565637838294606e-05,39.95357894897461,391.2135364890228,5.9692535400390625,0.16935379803180695,1.0704658031463623,20.906436920166016,5.055062806096601,5.055062806096601,0.033501818776130676,400,400,400,0.02729184180498123,0.12164274603128433,0.2243606150150299,0.7756394147872925,0.03676016628742218,512,0.6255165338516235,0.3744834363460541,2.422715902328491,6.46948766708374,0.048454318195581436,0.12938974797725677,0.3744177222251892,0.6255822777748108,0.15395034849643707,0.8460496664047241,0.005659240297973156,0.22054442763328552,0.7794555425643921
