enabled,metric,comparison,threshold,total_rows,selected_rows,dropped_rows,selected_fraction,total_offline_replicates,selected_offline_replicates,total_benchmarks,selected_benchmarks,selected_metric_min,selected_metric_median,selected_metric_max
True,projected_bellman_test_risk,lt,0.15,5000,5000,0,1.0,100,100,50,50,0.0004776988062076,0.0074336808174848,0.0604246966540813
