RMSE_mean,RMSE_sd,MAE_mean,MAE_sd,SupNorm_mean,SupNorm_sd,Bias_mean,Bias_sd,Corr_mean,Corr_sd,beta_sum_mean,beta_sum_sd,beta_l1_mean,beta_l1_sd,beta_l2_mean,beta_l2_sd,beta_neg_frac_mean,beta_neg_frac_sd,risk_bellman_final_mean,risk_bellman_final_sd,risk_obj_final_mean,risk_obj_final_sd,projected_bellman_test_risk_mean,projected_bellman_test_risk_sd,oracle_embedding_risk_mean,oracle_embedding_risk_sd,benchmark_embedding_risk_mean,benchmark_embedding_risk_sd,embedding_error_mmd2_mean,embedding_error_mmd2_sd,embedding_truth_signal_mean,embedding_truth_signal_sd,relative_embedding_error_mean,relative_embedding_error_sd,explained_embedding_signal_mean,explained_embedding_signal_sd,embedding_hat_norm2_mean,embedding_hat_norm2_sd,embedding_error_mmd2_total_mean,embedding_error_mmd2_total_sd,embedding_truth_signal_total_mean,embedding_truth_signal_total_sd,relative_embedding_error_global_mean,relative_embedding_error_global_sd,explained_embedding_signal_global_mean,explained_embedding_signal_global_sd,embedding_error_mmd2_mean_mean,embedding_error_mmd2_mean_sd,embedding_truth_signal_mean_mean,embedding_truth_signal_mean_sd,relative_embedding_error_mean_mean,relative_embedding_error_mean_sd,explained_embedding_signal_mean_mean,explained_embedding_signal_mean_sd,normalized_bellman_error_mean,normalized_bellman_error_sd,bellman_fit_mean,bellman_fit_sd,bellman_residual_mean,bellman_residual_sd,normalized_bellman_error_global_mean,normalized_bellman_error_global_sd,bellman_fit_global_mean,bellman_fit_global_sd
0.04296765515793549,0.030572956737270625,0.03746969165960134,0.027835697794765274,0.08038011674755248,0.05124030419755247,-0.022436372194349262,0.03534719375277528,0.7764950052438778,0.23367128735973866,0.9271366586081186,0.22938015233988793,0.9537901832446951,0.17044214693424875,0.06295518264662833,0.011434526941934286,0.0562615,0.11078915657767703,0.016185400902668547,0.020801944240132826,0.5286468689516187,2.273104204096942,0.00857071829679184,0.005570684901378628,0.39511700358986857,0.04333845635858274,0.39511700358986857,0.04333845635858274,0.034706582950055555,0.043289958365374706,0.1293897540867328,0.004432394990488638,0.27025888089518996,0.3363782702135943,0.7297411189556122,0.33637827012709753,0.11746551854573185,0.052459462893354944,1.7353291451930999,1.4182823654980445,6.46948766708374,0.0,0.2682328552007675,0.21922638251389498,0.7317671436071396,0.21922638155653304,0.03470658212900157,0.028365647257696337,0.12938974797725672,2.775835158959351e-17,0.2702588750422001,0.2180939968341711,0.7297411019355059,0.218094004825141,0.0996315430341288,0.158763453222937,0.9003684570908547,0.15876345326792543,0.00857071829679184,0.005570684901378628,0.0874018086865544,0.06320590690472672,0.9125981914997101,0.0632059086586969
