1.17091299e-03,1.27397187e-03,1.38414500e-03,1.50168641e-03,1.62683078e-03,1.75978732e-03,1.90073682e-03,2.04982539e-03,2.20716745e-03,2.37282459e-03,2.54682638e-03,2.72913720e-03,2.91967881e-03,3.11830593e-03,3.32481950e-03,3.53895128e-03,3.76036856e-03,3.98867112e-03,4.22339607e-03,4.46401071e-03,4.70991805e-03,4.96046059e-03,5.21492027e-03,5.47252689e-03,5.73246414e-03,5.99386822e-03,6.25585113e-03,6.51748432e-03,6.77783601e-03,7.03595532e-03,7.29089137e-03,7.54170725e-03,7.78747816e-03,8.02730490e-03,8.26031715e-03,8.48569069e-03,8.70263763e-03,8.91042314e-03,9.10836272e-03,9.29583609e-03,9.47226584e-03,9.63714439e-03,9.79001727e-03,9.93048679e-03,1.00582149e-02,1.01729156e-02,1.02743469e-02,1.03623308e-02,1.04367267e-02,1.04974415e-02,1.05444128e-02,1.05776405e-02,1.05971433e-02,1.06029902e-02,1.05952723e-02,1.05741275e-02,1.05397264e-02,1.04922624e-02,1.04319835e-02,1.03591494e-02,1.02740666e-02,1.01770656e-02,1.00685190e-02,9.94882360e-03,9.81840957e-03,9.67773143e-03,9.52727813e-03,9.36755817e-03,9.19910800e-03,9.02247429e-03,8.83823633e-03,8.64697993e-03,8.44929181e-03,8.24579038e-03,8.03708099e-03,7.82377459e-03,7.60648912e-03,7.38583226e-03,7.16241030e-03,6.93682488e-03,6.70966180e-03,6.48149895e-03,6.25290209e-03,6.02442631e-03,5.79660200e-03,5.56994975e-03,5.34497341e-03,5.12215076e-03,4.90194140e-03,4.68478352e-03,4.47109155e-03,4.26125061e-03,4.05562809e-03,3.85455694e-03,3.65834264e-03,3.46726435e-03,3.28156748e-03,3.10146739e-03,2.92715197e-03,2.75877374e-03,2.59645516e-03,2.44029239e-03,2.29034410e-03,2.14664685e-03,2.00920436e-03,1.87799975e-03,1.75298494e-03,1.63409021e-03,1.52122788e-03,1.41428655e-03,1.31313945e-03,1.21764140e-03,1.12763629e-03,1.04295358e-03,9.63415892e-04,8.88834707e-04,8.19016714e-04,7.53763947e-04,6.92875474e-04,6.36148965e-04
1.26540964e-03,1.37735403e-03,1.49708393e-03,1.62488746e-03,1.76102715e-03,1.90573768e-03,2.05922709e-03,2.22166302e-03,2.39317748e-03,2.57385103e-03,2.76371953e-03,2.96275760e-03,3.17088445e-03,3.38795455e-03,3.61375464e-03,3.84799810e-03,4.09032963e-03,4.34031896e-03,4.59746225e-03,4.86117927e-03,5.13082277e-03,5.40566491e-03,5.68493130e-03,5.96777303e-03,6.25328720e-03,6.54052943e-03,6.82851765e-03,7.11623626e-03,7.40264310e-03,7.68669788e-03,7.96734635e-03,8.24354962e-03,8.51428322e-03,8.77854880e-03,9.03538708e-03,9.28387325e-03,9.52314120e-03,9.75237414e-03,9.97081026e-03,1.01777501e-02,1.03725614e-02,1.05546769e-02,1.07235927e-02,1.08788554e-02,1.10200942e-02,1.11469887e-02,1.12592671e-02,1.13567235e-02,1.14392051e-02,1.15065947e-02,1.15588419e-02,1.15959225e-02,1.16178608e-02,1.16247293e-02,1.16166295e-02,1.15937116e-02,1.15561625e-02,1.15041938e-02,1.14380801e-02,1.13581074e-02,1.12646250e-02,1.11579867e-02,1.10386172e-02,1.09069524e-02,1.07634738e-02,1.06086861e-02,1.04431342e-02,1.02673816e-02,1.00820232e-02,9.88768227e-03,9.68498457e-03,9.47458576e-03,9.25713964e-03,9.03332513e-03,8.80381744e-03,8.56928993e-03,8.33042432e-03,8.08789209e-03,7.84236006e-03,7.59448716e-03,7.34491926e-03,7.09429756e-03,6.84323348e-03,6.59233751e-03,6.34219497e-03,6.09337725e-03,5.84642868e-03,5.60187967e-03,5.36023173e-03,5.12196496e-03,4.88753244e-03,4.65736166e-03,4.43184935e-03,4.21136059e-03,3.99623252e-03,3.78676946e-03,3.58323893e-03,3.38588306e-03,3.19489697e-03,3.01045598e-03,2.83268932e-03,2.66169943e-03,2.49755126e-03,2.34028324e-03,2.18989863e-03,2.04637274e-03,1.90965354e-03,1.77966431e-03,1.65630260e-03,1.53944572e-03,1.42895035e-03,1.32465828e-03,1.22639292e-03,1.13396836e-03,1.04718353e-03,9.65833198e-04,8.89703166e-04,8.18573346e-04,7.52222142e-04,6.90426212e-04
1.36586465e-03,1.48729910e-03,1.61724444e-03,1.75602059e-03,1.90392358e-03,2.06121593e-03,2.22813524e-03,2.40487396e-03,2.59158388e-03,2.78836489e-03,2.99526402e-03,3.21226474e-03,3.43928928e-03,3.67618818e-03,3.92273534e-03,4.17862600e-03,4.44348482e-03,4.71684150e-03,4.99815587e-03,5.28679322e-03,5.58205508e-03,5.88314375e-03,6.18921500e-03,6.49933331e-03,6.81251800e-03,7.12772366e-03,7.44387135e-03,7.75984349e-03,8.07449315e-03,8.38666875e-03,8.69521126e-03,8.99896305e-03,9.29680001e-03,9.58761107e-03,9.87034012e-03,1.01439543e-02,1.04074972e-02,1.06600588e-02,1.09007983e-02,1.11289322e-02,1.13437679e-02,1.15446616e-02,1.17310565e-02,1.19024478e-02,1.20584248e-02,1.21986205e-02,1.23227341e-02,1.24305394e-02,1.25218490e-02,1.25965439e-02,1.26545541e-02,1.26958564e-02,1.27204712e-02,1.27284769e-02,1.27199814e-02,1.26951495e-02,1.26541881e-02,1.25973318e-02,1.25248786e-02,1.24371517e-02,1.23345330e-02,1.22174211e-02,1.20862825e-02,1.19416043e-02,1.17839230e-02,1.16138048e-02,1.14318458e-02,1.12386802e-02,1.10349674e-02,1.08213928e-02,1.05986623e-02,1.03674941e-02,1.01286191e-02,9.88278352e-03,9.63073783e-03,9.37321782e-03,9.11098253e-03,8.84476490e-03,8.57530069e-03,8.30331724e-03,8.02951492e-03,7.75460340e-03,7.47924903e-03,7.20412238e-03,6.92986045e-03,6.65709283e-03,6.38641044e-03,6.11839583e-03,5.85359661e-03,5.59253758e-03,5.33571607e-03,5.08359773e-03,4.83661750e-03,4.59517585e-03,4.35964018e-03,4.13034437e-03,3.90758039e-03,3.69161158e-03,3.48265353e-03,3.28089413e-03,3.08647542e-03,2.89950799e-03,2.72006099e-03,2.54817400e-03,2.38385005e-03,2.22705817e-03,2.07774038e-03,1.93580927e-03,1.80115062e-03,1.67362706e-03,1.55307946e-03,1.43933203e-03,1.33218931e-03,1.23144384e-03,1.13687490e-03,1.04825501e-03,9.65347048e-04,8.87908740e-04,8.15695385e-04,7.48461403e-04
1.47248385e-03,1.60403585e-03,1.74488185e-03,1.89537043e-03,2.05583498e-03,2.22657365e-03,2.40784953e-03,2.59988639e-03,2.80285953e-03,3.01688607e-03,3.24203470e-03,3.47829121e-03,3.72558786e-03,3.98376165e-03,4.25258651e-03,4.53173602e-03,4.82080784e-03,5.11929812e-03,5.42662386e-03,5.74209634e-03,6.06495840e-03,6.39433973e-03,6.72931783e-03,7.06887431e-03,7.41192838e-03,7.75734149e-03,8.10392387e-03,8.45044758e-03,8.79564974e-03,9.13826376e-03,9.47700720e-03,9.81060695e-03,1.01378169e-02,1.04574114e-02,1.07682208e-02,1.10691022e-02,1.13589996e-02,1.16368951e-02,1.19018639e-02,1.21530341e-02,1.23896329e-02,1.26109486e-02,1.28163593e-02,1.30053032e-02,1.31773176e-02,1.33320009e-02,1.34690059e-02,1.35880811e-02,1.36890188e-02,1.37716793e-02,1.38359815e-02,1.38818938e-02,1.39094377e-02,1.39186978e-02,1.39097869e-02,1.38828903e-02,1.38382325e-02,1.37760714e-02,1.36967395e-02,1.36005897e-02,1.34880496e-02,1.33595644e-02,1.32156443e-02,1.30568426e-02,1.28837442e-02,1.26969824e-02,1.24972267e-02,1.22851748e-02,1.20615568e-02,1.18271392e-02,1.15827033e-02,1.13290446e-02,1.10669676e-02,1.07973022e-02,1.05208699e-02,1.02384901e-02,9.95099079e-03,9.65918042e-03,9.36386641e-03,9.06584319e-03,8.76588188e-03,8.46475456e-03,8.16319138e-03,7.86192622e-03,7.56165292e-03,7.26305833e-03,6.96679065e-03,6.67348225e-03,6.38373243e-03,6.09811302e-03,5.81716932e-03,5.54140750e-03,5.27130533e-03,5.00729680e-03,4.74978751e-03,4.49913740e-03,4.25566826e-03,4.01966693e-03,3.79136647e-03,3.57097364e-03,3.35864164e-03,3.15448758e-03,2.95858900e-03,2.77098455e-03,2.59167585e-03,2.42062658e-03,2.25777226e-03,2.10301229e-03,1.95622048e-03,1.81724411e-03,1.68590690e-03,1.56201015e-03,1.44534232e-03,1.33567222e-03,1.23275595e-03,1.13634171e-03,1.04616780e-03,9.61970130e-04,8.83477216e-04,8.10418744e-04
1.58546236e-03,1.72778964e-03,1.88023958e-03,2.04320904e-03,2.21706741e-03,2.40214495e-03,2.59874435e-03,2.80711683e-03,3.02746380e-03,3.25992773e-03,3.50458757e-03,3.76144890e-03,4.03044326e-03,4.31141164e-03,4.60411329e-03,4.90820315e-03,5.22325467e-03,5.54872723e-03,5.88399265e-03,6.22830587e-03,6.58084545e-03,6.94066659e-03,7.30676251e-03,7.67802447e-03,8.05326924e-03,8.43125023e-03,8.81066360e-03,9.19016171e-03,9.56835598e-03,9.94385034e-03,1.03152385e-02,1.06811114e-02,1.10400999e-02,1.13908462e-02,1.17320586e-02,1.20624751e-02,1.23809241e-02,1.26862833e-02,1.29775275e-02,1.32536842e-02,1.35139003e-02,1.37573844e-02,1.39834424e-02,1.41914496e-02,1.43808918e-02,1.45513145e-02,1.47023350e-02,1.48336682e-02,1.49450768e-02,1.50364023e-02,1.51075535e-02,1.51584856e-02,1.51892267e-02,1.51998578e-02,1.51905073e-02,1.51613755e-02,1.51127111e-02,1.50447944e-02,1.49579961e-02,1.48527129e-02,1.47294085e-02,1.45885842e-02,1.44308070e-02,1.42566860e-02,1.40668806e-02,1.38620818e-02,1.36430422e-02,1.34105347e-02,1.31653724e-02,1.29084056e-02,1.26404902e-02,1.23625146e-02,1.20753655e-02,1.17799565e-02,1.14771938e-02,1.11679807e-02,1.08532235e-02,1.05338143e-02,1.02106305e-02,9.88454372e-03,9.55639686e-03,9.22703557e-03,8.89725424e-03,8.56785011e-03,8.23958125e-03,7.91319739e-03,7.58940168e-03,7.26888422e-03,6.95230067e-03,6.64027268e-03,6.33338979e-03,6.03221264e-03,5.73725533e-03,5.44899283e-03,5.16786845e-03,4.89427429e-03,4.62856097e-03,4.37104050e-03,4.12196666e-03,3.88156413e-03,3.64999822e-03,3.42739653e-03,3.21383984e-03,3.00936820e-03,2.81398348e-03,2.62764120e-03,2.45026872e-03,2.28175428e-03,2.12195609e-03,1.97070395e-03,1.82780367e-03,1.69303815e-03,1.56616722e-03,1.44694000e-03,1.33508665e-03,1.23033090e-03,1.13238534e-03,1.04095566e-03,9.55746858e-04,8.76461912e-04
1.70498842e-03,1.85876118e-03,2.02355254e-03,2.19979673e-03,2.38790689e-03,2.58825254e-03,2.80117453e-03,3.02695576e-03,3.26582883e-03,3.51795857e-03,3.78345069e-03,4.06231731e-03,4.35449742e-03,4.65983571e-03,4.97807562e-03,5.30886091e-03,5.65173430e-03,6.00611838e-03,6.37133420e-03,6.74658502e-03,7.13097304e-03,7.52348173e-03,7.92301353e-03,8.32835492e-03,8.73822439e-03,9.15125106e-03,9.56601184e-03,9.98102687e-03,1.03947781e-02,1.08057279e-02,1.12123275e-02,1.16130365e-02,1.20063340e-02,1.23907281e-02,1.27647966e-02,1.31271491e-02,1.34764761e-02,1.38115585e-02,1.41312294e-02,1.44344494e-02,1.47202434e-02,1.49877425e-02,1.52361728e-02,1.54648516e-02,1.56731904e-02,1.58606768e-02,1.60269048e-02,1.61715355e-02,1.62943080e-02,1.63950380e-02,1.64736174e-02,1.65300034e-02,1.65642127e-02,1.65763292e-02,1.65665112e-02,1.65349562e-02,1.64819397e-02,1.64077915e-02,1.63128953e-02,1.61977094e-02,1.60627384e-02,1.59085467e-02,1.57357585e-02,1.55450488e-02,1.53371487e-02,1.51128396e-02,1.48729421e-02,1.46183223e-02,1.43498806e-02,1.40685523e-02,1.37752881e-02,1.34710660e-02,1.31568769e-02,1.28337098e-02,1.25025716e-02,1.21644521e-02,1.18203470e-02,1.14712287e-02,1.11180637e-02,1.07617937e-02,1.04033509e-02,1.00436369e-02,9.68353637e-03,9.32390243e-03,8.96557234e-03,8.60934425e-03,8.25599954e-03,7.90627673e-03,7.56089389e-03,7.22052623e-03,6.88581960e-03,6.55737473e-03,6.23575365e-03,5.92148071e-03,5.61503181e-03,5.31683816e-03,5.02727553e-03,4.74668713e-03,4.47535003e-03,4.21350356e-03,3.96132749e-03,3.71896289e-03,3.48649221e-03,3.26395826e-03,3.05135851e-03,2.84864428e-03,2.65573245e-03,2.47249636e-03,2.29878258e-03,2.13440089e-03,1.97913474e-03,1.83274341e-03,1.69496750e-03,1.56552601e-03,1.44412345e-03,1.33045553e-03,1.22420688e-03,1.12505630e-03,1.03267806e-03,9.46746091e-04
1.83123397e-03,1.99714862e-03,2.17503705e-03,2.36537657e-03,2.56862352e-03,2.78519816e-03,3.01547302e-03,3.25977430e-03,3.51836463e-03,3.79143888e-03,4.07912256e-03,4.38144663e-03,4.69835754e-03,5.02969883e-03,5.37520880e-03,5.73451025e-03,6.10711752e-03,6.49241870e-03,6.88968226e-03,7.29804765e-03,7.71655329e-03,8.14409088e-03,8.57947208e-03,9.02137905e-03,9.46841110e-03,9.91907530e-03,1.03718173e-02,1.08250203e-02,1.12770135e-02,1.17261177e-02,1.21706352e-02,1.26088597e-02,1.30391335e-02,1.34598156e-02,1.38693219e-02,1.42661259e-02,1.46487942e-02,1.50159569e-02,1.53663531e-02,1.56988055e-02,1.60122514e-02,1.63057186e-02,1.65783558e-02,1.68293864e-02,1.70581695e-02,1.72641370e-02,1.74468197e-02,1.76058412e-02,1.77409165e-02,1.78518239e-02,1.79384518e-02,1.80007350e-02,1.80386938e-02,1.80524215e-02,1.80420764e-02,1.80078894e-02,1.79501586e-02,1.78692453e-02,1.77655816e-02,1.76396687e-02,1.74920633e-02,1.73234064e-02,1.71343759e-02,1.69257298e-02,1.66982785e-02,1.64528843e-02,1.61904655e-02,1.59119796e-02,1.56184174e-02,1.53108155e-02,1.49902310e-02,1.46577433e-02,1.43144336e-02,1.39613999e-02,1.35997469e-02,1.32305529e-02,1.28549105e-02,1.24738868e-02,1.20885260e-02,1.16998665e-02,1.13089131e-02,1.09166568e-02,1.05240410e-02,1.01320110e-02,9.74145439e-03,9.35326237e-03,8.96825828e-03,8.58726073e-03,8.21103808e-03,7.84032792e-03,7.47582642e-03,7.11819250e-03,6.76804129e-03,6.42592926e-03,6.09238166e-03,5.76786278e-03,5.45278750e-03,5.14752558e-03,4.85237408e-03,4.56759613e-03,4.29338589e-03,4.02989052e-03,3.77720082e-03,3.53536126e-03,3.30436719e-03,3.08416062e-03,2.87464820e-03,2.67569209e-03,2.48711673e-03,2.30871490e-03,2.14024959e-03,1.98145118e-03,1.83203758e-03,1.69169891e-03,1.56011211e-03,1.43694063e-03,1.32183917e-03,1.21445791e-03,1.11443875e-03,1.02142582e-03
1.96435559e-03,2.14312924e-03,2.33488879e-03,2.54016649e-03,2.75946804e-03,2.99325399e-03,3.24195065e-03,3.50591540e-03,3.78545327e-03,4.08078823e-03,4.39207349e-03,4.71935235e-03,5.06258663e-03,5.42162172e-03,5.79618756e-03,6.18589018e-03,6.59021689e-03,7.00851204e-03,7.43999798e-03,7.88374897e-03,8.33872333e-03,8.80372897e-03,9.27747320e-03,9.75852832e-03,1.02453725e-02,1.07363807e-02,1.12298513e-02,1.17240269e-02,1.22170728e-02,1.27071571e-02,1.31924087e-02,1.36709763e-02,1.41410166e-02,1.46007296e-02,1.50483865e-02,1.54823018e-02,1.59008764e-02,1.63026303e-02,1.66861415e-02,1.70501303e-02,1.73934065e-02,1.77148990e-02,1.80136524e-02,1.82888247e-02,1.85396820e-02,1.87656004e-02,1.89660527e-02,1.91406198e-02,1.92889757e-02,1.94108784e-02,1.95061807e-02,1.95748210e-02,1.96168181e-02,1.96322575e-02,1.96213312e-02,1.95842739e-02,1.95214283e-02,1.94331817e-02,1.93200205e-02,1.91824995e-02,1.90212354e-02,1.88369341e-02,1.86303519e-02,1.84023418e-02,1.81537885e-02,1.78856514e-02,1.75989456e-02,1.72947384e-02,1.69741288e-02,1.66382547e-02,1.62882823e-02,1.59254000e-02,1.55507969e-02,1.51656894e-02,1.47712743e-02,1.43687446e-02,1.39592849e-02,1.35440622e-02,1.31242182e-02,1.27008706e-02,1.22751184e-02,1.18480278e-02,1.14206383e-02,1.09939519e-02,1.05689541e-02,1.01465788e-02,9.72774625e-03,9.31331888e-03,8.90414696e-03,8.50101933e-03,8.10469780e-03,7.71589205e-03,7.33526004e-03,6.96342438e-03,6.60094293e-03,6.24832464e-03,5.90601470e-03,5.57441404e-03,5.25385002e-03,4.94460063e-03,4.64687683e-03,4.36084066e-03,4.08658525e-03,3.82415554e-03,3.57354293e-03,3.33468593e-03,3.10747745e-03,2.89176265e-03,2.68734945e-03,2.49400968e-03,2.31147883e-03,2.13946705e-03,1.97765883e-03,1.82571670e-03,1.68328499e-03,1.54999760e-03,1.42547651e-03,1.30933733e-03,1.20119017e-03,1.10064598e-03
2.10449658e-03,2.29686056e-03,2.50328961e-03,2.72437022e-03,2.96066096e-03,3.21267406e-03,3.48088169e-03,3.76568898e-03,4.06743726e-03,4.38638637e-03,4.72271815e-03,5.07649779e-03,5.44769783e-03,5.83617110e-03,6.24163775e-03,6.66368753e-03,7.10177841e-03,7.55521981e-03,8.02317262e-03,8.50465056e-03,8.99852812e-03,9.50352475e-03,1.00182407e-02,1.05411271e-02,1.10705337e-02,1.16046919e-02,1.21417521e-02,1.26797957e-02,1.32168252e-02,1.37508297e-02,1.42797660e-02,1.48016093e-02,1.53143350e-02,1.58159658e-02,1.63046047e-02,1.67784020e-02,1.72355920e-02,1.76745430e-02,1.80936866e-02,1.84916165e-02,1.88670047e-02,1.92186702e-02,1.95455588e-02,1.98467374e-02,2.01213825e-02,2.03687940e-02,2.05883905e-02,2.07797065e-02,2.09423658e-02,2.10760981e-02,2.11807378e-02,2.12562103e-02,2.13025250e-02,2.13197824e-02,2.13081837e-02,2.12679971e-02,2.11995877e-02,2.11034007e-02,2.09799558e-02,2.08298787e-02,2.06538588e-02,2.04526670e-02,2.02271547e-02,1.99782550e-02,1.97069589e-02,1.94143299e-02,1.91014875e-02,1.87696125e-02,1.84199195e-02,1.80536713e-02,1.76721439e-02,1.72766466e-02,1.68684945e-02,1.64490100e-02,1.60195064e-02,1.55812893e-02,1.51356440e-02,1.46838445e-02,1.42271388e-02,1.37667255e-02,1.33038079e-02,1.28395287e-02,1.23750223e-02,1.19113596e-02,1.14496090e-02,1.09907845e-02,1.05358753e-02,1.00858137e-02,9.64151789e-03,9.20383818e-03,8.77360441e-03,8.35157745e-03,7.93847628e-03,7.53497006e-03,7.14166602e-03,6.75911596e-03,6.38779718e-03,6.02814835e-03,5.68052102e-03,5.34521602e-03,5.02246013e-03,4.71242750e-03,4.41521686e-03,4.13087336e-03,3.85938585e-03,3.60068399e-03,3.35464720e-03,3.12110642e-03,2.89984862e-03,2.69062258e-03,2.49313819e-03,2.30707647e-03,2.13209400e-03,1.96781964e-03,1.81386480e-03,1.66983006e-03,1.53530191e-03,1.40986172e-03,1.29308354e-03,1.18454313e-03
2.25177919e-03,2.45848252e-03,2.68039596e-03,2.91816378e-03,3.17240041e-03,3.44367931e-03,3.73251480e-03,4.03936813e-03,4.36462136e-03,4.70857555e-03,5.07143512e-03,5.45330020e-03,5.85415727e-03,6.27385126e-03,6.71211630e-03,7.16851745e-03,7.64248241e-03,8.13327823e-03,8.64001364e-03,9.16163437e-03,9.69692972e-03,1.02445250e-02,1.08028995e-02,1.13703879e-02,1.19452020e-02,1.25254225e-02,1.31090395e-02,1.36939483e-02,1.42780012e-02,1.48589825e-02,1.54346721e-02,1.60028413e-02,1.65612828e-02,1.71078462e-02,1.76404156e-02,1.81569848e-02,1.86556038e-02,1.91344712e-02,1.95918847e-02,2.00262591e-02,2.04361472e-02,2.08202489e-02,2.11773776e-02,2.15065014e-02,2.18067132e-02,2.20772345e-02,2.23174132e-02,2.25267224e-02,2.27047373e-02,2.28511728e-02,2.29658186e-02,2.30485909e-02,2.30995137e-02,2.31186748e-02,2.31062993e-02,2.30626818e-02,2.29882319e-02,2.28834320e-02,2.27488652e-02,2.25852225e-02,2.23932751e-02,2.21738741e-02,2.19279565e-02,2.16565691e-02,2.13608015e-02,2.10418329e-02,2.07009092e-02,2.03393269e-02,1.99584309e-02,1.95596069e-02,1.91442650e-02,1.87138449e-02,1.82697829e-02,1.78135317e-02,1.73465218e-02,1.68701820e-02,1.63859110e-02,1.58950891e-02,1.53990649e-02,1.48991412e-02,1.43966172e-02,1.38927270e-02,1.33886868e-02,1.28856683e-02,1.23848068e-02,1.18871992e-02,1.13939047e-02,1.09059457e-02,1.04242945e-02,9.94988345e-03,9.48358700e-03,9.02624615e-03,8.57863016e-03,8.14146083e-03,7.71539984e-03,7.30103441e-03,6.89889723e-03,6.50944375e-03,6.13306277e-03,5.77007467e-03,5.42073091e-03,5.08520799e-03,4.76361578e-03,4.45600366e-03,4.16234974e-03,3.88257694e-03,3.61655140e-03,3.36408801e-03,3.12495185e-03,2.89886515e-03,2.68551474e-03,2.48454697e-03,2.29558605e-03,2.11823033e-03,1.95205607e-03,1.79662474e-03,1.65148685e-03,1.51618535e-03,1.39025832e-03,1.27324567e-03
